Tweet,Subjectivity,Label,Sentiment Polarity
"Asia and Australia Edition: Thailand, Hong Kong, World Cup: Your Thursday Briefing https://t.co/dkt6kde0SR https://t.co/VMp70V9XHW",0.0,Negative,0.0
"Asia and Australia Edition: Thailand, Hong Kong, World Cup: Your Thursday Briefing: Here’s what you need to know to… https://t.co/bTEr0h9St9",0.0,Negative,0.0
"Asia and Australia Edition: Thailand, Hong Kong, World Cup: Your Thursday Briefing https://t.co/nWzxAnLpnE https://t.co/uEKQmJnrpX",0.0,Negative,0.0
"Asia and Australia Edition: Thailand, Hong Kong, World Cup: Your Thursday Briefing https://t.co/4QZezqlqHI https://t.co/T2H8v1jFFE",0.0,Negative,0.0
"GST is Official Travel Agent in australia, Covering ""Cricket, Tennis &amp; Soccers"". https://t.co/vWR17MDU3g… https://t.co/fU9AyaV9J5",0.0,Negative,0.0
"Asia and Australia Edition: Thailand, Hong Kong, World Cup: Your Thursday Briefing - https://t.co/ZWpTAippyl",0.0,Negative,0.0
"Asia and Australia Edition: Thailand, Hong Kong, World Cup: Your Thursday Briefing https://t.co/FJBnhIRmr7 https://t.co/lAPCuEOhOd",0.0,Negative,0.0
"RT: @nytimesworld :Your Morning Briefing, Australia edition: What you need to know to start your day. https://t.co/JAMBMXQTg8 Get it b… http",0.0,Negative,0.0
"RT @nytimesworld: Your Morning Briefing, Australia edition: What you need to know to start your day. https://t.co/q7zpac6Zx4 Get it by emai…",0.0,Negative,0.0
"Your Morning Briefing, Australia edition: What you need to know to start your day. https://t.co/q7zpac6Zx4 Get it b… https://t.co/iMYFv6wnWo",0.0,Negative,0.0
Longley: Philippines coach 'incited' FIBA brawl https://t.co/S7Kzirw92j https://t.co/CuZ8eKux3Q,0.0,Negative,0.0
RT @lTVSpurt: When Jonny Wilkinson's Drop Goal won England the Rugby World Cup in 2003 against Australia https://t.co/3uSOWxKpco,0.0,Negative,0.0
RT @lTVSpurt: When Jonny Wilkinson's Drop Goal won England the Rugby World Cup in 2003 against Australia https://t.co/3uSOWxKpco,0.0,Negative,0.0
RT @SportsCenter: A HUGE brawl broke out between the Philippines and Australia teams in a FIBA World Cup qualifier. https://t.co/4jWWZAhVHb,0.9,Positive,0.4000000000000001
"Asia and Australia Edition: Thailand, Hong Kong, World Cup: Your Thursday Briefing https://t.co/e0hx5om3GQ https://t.co/2409DJfrj3",0.0,Negative,0.0
"Asia and Australia Edition: Thailand, Hong Kong, World Cup: Your Thursday Briefing https://t.co/tzcOQKLyjG https://t.co/ve7dqsRmma",0.0,Negative,0.0
"Asia and Australia Edition: Thailand, Hong Kong, World Cup: Your Thursday Briefing https://t.co/qyfOE68sYc https://t.co/Cp2z98whj0",0.0,Negative,0.0
"Asia and Australia Edition: Thailand, Hong Kong, World Cup: Your Thursday Briefing https://t.co/BNHUXdGBNu https://t.co/1Tq0TBoGnk",0.0,Negative,0.0
