Tweet,Subjectivity,Label,Sentiment Polarity
I liked a @YouTube video https://t.co/a3rEmucX3C Saudi Arabia v Egypt - 2018 FIFA World Cup Russia™ - Match 34,0.8,Positive,0.6
"@mex_millz @CFCWriter Ive watched him couple of matches in the CL and the world cup so far, and offensively speakin… https://t.co/CG7xI0x49W",1.0,Positive,0.1
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
I added a video to a @YouTube playlist https://t.co/oSOSoos538 FIFA 18 World Cup - Russia vs Saudi Arabia - Toots Teens Predicts who,0.0,Negative,0.0
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
RT @OptaJoe: 10 - Belgium have made 10 changes to their starting line-up against Japan - the most in a World Cup match since Spain v Saudi…,0.3,Positive,0.25
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
@TheGunners_11 @Musferx @brfootball But u never know Saudi Arabia s World Cup journey might have inspired the next… https://t.co/1nYmObJXlC,0.0,Negative,0.0
"""Japan's Players Redefine Sportsmanship By Cleaning Up Locker Room After Losing at the World Cup."" I wonder what Ni… https://t.co/5rAatbitfe",0.0,Negative,0.0
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
"After leaving back from the World Cup Egypt, Saudi Arabia, Iran, Tunisia, Morocco and Nigeria the only Muslim count… https://t.co/lTwY5Ozf7P",0.5,Negative,0.0
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
"RT @Ipsos_SiMa: #IpsosInsight – Most likely to believe in a corruption-free organizing process are the people from India (78%), China (71%)…",0.75,Positive,0.25
"RT @Ipsos_SiMa: #IpsosInsight – Most likely to believe in a corruption-free organizing process are the people from India (78%), China (71%)…",0.75,Positive,0.25
"RT @GhadaYemen: As Saudi Arabia played at the World Cup, the country launched a massive attack on Yemen https://t.co/qxxPfvLc4D",1.0,Negative,0.0
"RT @Ipsos_SiMa: #IpsosInsight - From the results of the recent survey, people from India, Saudi Arabia and the US are supporting a boycott…",0.25,Positive,0.125
"RT @Statathlon: If Russia wins the ball possession, then it is expected to score at least 1 goal.
When Saudi Arabia faces teams of a simila…",0.3333333333333333,Negative,-0.03333333333333333
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
"RT @Troll__Footbal: Love this 23 man world cup roster announcement video from Saudi Arabia

https://t.co/X6DU3iLP67",0.6,Positive,0.5
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
New post (World Cup '94 -- Al Owairan -- Saudi Arabia vs Belgium) has been published on Fifa World Cup -… https://t.co/8Wwrrz037T,0.45454545454545453,Positive,0.13636363636363635
@IanBenStephens @RichJolly @gazbod @UKIP I don’t think that’s entirely true with their points being about the ‘whit… https://t.co/qCr0Omfxak,0.65,Positive,0.35
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
@TheGunners_11 @Musferx @brfootball And did Saudi Arabia lose 5-0 to the lowest ranked team in the World Cup ? Yes… https://t.co/9f3Q1aHV0i,0.0,Negative,0.0
RT @IOnlySayFacts: Saudi Arabia really getting punished for their World Cup performance https://t.co/L0oU2jpIB3,0.2,Positive,0.2
"@TheTotallyShow

Russia x 2
Iran x 2
England
Croatia x 2
Brazil x 2
Switzerland
Belgium x 2
Tunisia
S Korea x 3
Ger… https://t.co/QEbW5Wbc8W",0.0,Negative,0.0
